,text,intent
2995,Respected sir/madam  I am a PG student my college is asking for a confirmation letter that i have joined for ML master course and following which I will do my internship here kindly may I know if any acknowledgment letter will be given.,need_help
2996,Hello,Greetings
2997,but now resolved thanks for reply,more_query
2998,and the last step is showing erroe,need_help
2999,Ohk but can I check that in morning and get back here.because it&apos;s too late sir,sure
3000,Sir i got info.it was a class meeting.. thank you,Thank_you
3001,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-7d5b3b166a38f0e45b6c7f80a8a6d9b8 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-7d5b3b166a38f0e45b6c7f80a8a6d9b8/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-7d5b3b166a38f0e45b6c7f80a8a6d9b8 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-7d5b3b166a38f0e45b6c7f80a8a6d9b8>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-7d5b3b166a38f0e45b6c7f80a8a6d9b8</a><OriginalName v=1601816462846.JPEG></OriginalName><FileSize v=46920></FileSize><meta type=photo originalName=1601816462846.JPEG></meta></URIObject>",O
3002,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-f40c7e15d9a52b9087c0fc09720ebec7 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-f40c7e15d9a52b9087c0fc09720ebec7/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-f40c7e15d9a52b9087c0fc09720ebec7 width=1004 height=640>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-f40c7e15d9a52b9087c0fc09720ebec7>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-f40c7e15d9a52b9087c0fc09720ebec7</a><OriginalName v=processed.jpeg></OriginalName><FileSize v=27840></FileSize><meta type=photo originalName=processed.jpeg></meta></URIObject>",O
3003,sure give me a second,sure
3004,Thanks for your help,Thank_you
3005,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-95d805df0d2be41c6094a23e82dc1406 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-95d805df0d2be41c6094a23e82dc1406/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-95d805df0d2be41c6094a23e82dc1406 width=524 height=383>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-95d805df0d2be41c6094a23e82dc1406>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-95d805df0d2be41c6094a23e82dc1406</a><OriginalName v=picturemessage_j4swnyq3.cdd.png></OriginalName><FileSize v=27494></FileSize><meta type=photo originalName=picturemessage_j4swnyq3.cdd.png></meta></URIObject>",O
3006,ok i get it,great
3007,"checked for is not in , but not available",ignore
3008,no worries,Thank_you
3009,Pls send me the link for dashboard access,Dashboard_access
3010,any other way ?,need_help
3011,or this URL <a href=https://github.com/paragjp/iNeuron.git>https://github.com/paragjp/iNeuron.git</a>,O
3012,hello sudhanshu sir,Greetings
3013,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-841f751c54cca93a7cd36f0b54ba3610 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-841f751c54cca93a7cd36f0b54ba3610/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-841f751c54cca93a7cd36f0b54ba3610 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-841f751c54cca93a7cd36f0b54ba3610>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-841f751c54cca93a7cd36f0b54ba3610</a><OriginalName v=Untitled.png></OriginalName><FileSize v=195690></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
3014,About resume discussion specifically?,resume_query
3015,"Doubt clear session recording is not available at the dashboard, please check it",doubt_clear_session_recording
3016,I am practicing EDA Linear and Logistics Regression. What more should I pratice?,need_help
3017,while reading i gave na_values as not rated as you said,need_help
3018,what should i do ??,need_help
3019,Not received any email... Shall I register again?,support_ticket_generate
3020,Got it sir,great
3021,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-b4159106c90ee422ecfe9294ccfcaebe url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-b4159106c90ee422ecfe9294ccfcaebe/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-b4159106c90ee422ecfe9294ccfcaebe width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-b4159106c90ee422ecfe9294ccfcaebe>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-b4159106c90ee422ecfe9294ccfcaebe</a><OriginalName v=Screenshot (54).png></OriginalName><FileSize v=149617></FileSize><meta type=photo originalName=Screenshot (54).png></meta></URIObject>",O
3022,now can u tell me how to pick that max latitude columns itself,code_error
3023,why ??,need_help
3024,I received a mail regarding meeting of induction session for internship,internship_query
3025,oh sorry,okay_reply
3026,or any alternate option is there with screenshot ??,need_help
3027,Actually I am from ML 28th March Batch and we have not yet started with out ML part of the course.,need_help
3028,Thank you,Thank_you
3029,yes sir,Thank_you
3030,I have applied for Python course(py5) which will start from tonight 9:30 pm IST. I don't have the dashboard access and I didn't get any link for session,community_class_link
3031,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-117e5782f8a87d26adb22d19bd769c04 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-117e5782f8a87d26adb22d19bd769c04/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-117e5782f8a87d26adb22d19bd769c04 width=1360 height=282>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-117e5782f8a87d26adb22d19bd769c04>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-117e5782f8a87d26adb22d19bd769c04</a><OriginalName v=picturemessage_o2rpuu3o.txt.png></OriginalName><FileSize v=52901></FileSize><meta type=photo originalName=picturemessage_o2rpuu3o.txt.png></meta></URIObject>",O
3032,Sir I can get the regression score values etc  . So should I ignore that error,code_error
3033,so after this course i will be able to deploy ml as well or not,need_help
3034,But the chat box is not opening. Like it opens from the mobile version,need_help
3035,Sir why is it showing this?,need_help
3036,i didnt understand the numpy assigngment,assignment_numpy
3037,its not about logic,then_reply
3038,Ml masters Feb 22nd,batch_details
3039,I am working pandas practice 1,support_ticket_generate
3040,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-b43809ed4b386ec1b630ec4061002435 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-b43809ed4b386ec1b630ec4061002435/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-b43809ed4b386ec1b630ec4061002435 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-b43809ed4b386ec1b630ec4061002435>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-b43809ed4b386ec1b630ec4061002435</a><OriginalName v=Untitled.png></OriginalName><FileSize v=163851></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
3041,Thank you sir,Thank_you
3042,Sir/Madam I heard for Machine Learning Course We are to watch pre-recorded videos for Basic python is it true?,need_help
3043,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-1712ab99b39fa48059b5d31b2e629115 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-1712ab99b39fa48059b5d31b2e629115/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-1712ab99b39fa48059b5d31b2e629115 width=801 height=600>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-1712ab99b39fa48059b5d31b2e629115>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-1712ab99b39fa48059b5d31b2e629115</a><OriginalName v=image_2020_10_05T03_32_57_054Z.png></OriginalName><FileSize v=58451></FileSize><meta type=photo originalName=image_2020_10_05T03_32_57_054Z.png></meta></URIObject>",O
3044,Thank you Sir and kindly I request the Ineuron team to start masters DL new batch.,NewBatch_details
3045,hi,Greetings
3046,ok fine,good_bye
3047,you can also give me link for download,need_help
3048,Yes sir I completely agree . I was little worried as the internship should start from today. And the mail suggest it will take some time. So yes everyone should get a chance and should continue if he/she performs.,internship_query
3049,sir in c drive is not present,need_help
3050,Got it thank you,welocme_reply
3051,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-aef7616a7357953101a332b74542aa86 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-aef7616a7357953101a332b74542aa86/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-aef7616a7357953101a332b74542aa86 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-aef7616a7357953101a332b74542aa86>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-aef7616a7357953101a332b74542aa86</a><OriginalName v=1599806793387.JPEG></OriginalName><FileSize v=58981></FileSize><meta type=photo originalName=1599806793387.JPEG></meta></URIObject>",O
3052,"What changes I have to do, to work properly",need_help
3053,so my qs here is that what link should I submit in my dashboard,assignment_link
3054,"understoos, I jzt need  a bit of  guidance regarding the regression model  to frame a formula...",need_help
3055,Sir companies PGP course ke certificate ko consider krti hai ya nhi sir?,need_help
3056,ok fine,good_bye
3057,Alright thanks bud,welocme_reply
3058,gain this error is coming aftr installing all packages,code_error
3059,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-b039b75eda8bee8dbcd653204d715070 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-b039b75eda8bee8dbcd653204d715070/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-b039b75eda8bee8dbcd653204d715070 width=1920 height=1080>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-b039b75eda8bee8dbcd653204d715070>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-b039b75eda8bee8dbcd653204d715070</a><OriginalName v=Screenshot from 2020-05-06 11-07-41.png></OriginalName><FileSize v=218677></FileSize><meta type=photo originalName=Screenshot from 2020-05-06 11-07-41.png></meta></URIObject>",O
3060,I m confused between ubuntu and mint ?,need_help
3061,So how can I drop out from this internship and enroll for the next one??,internship_query
3062,for this i written code like this:  help me where i did mistake..,need_help
3063,I  dont have any video or course syllabus,need_help
3064,i should get &apos;ramuu&apos; on step size -3<e_m a=kiran.menon26 ts_ms=1594472571673 ts=1594472571 t=61></e_m>,O
3065,Hi team,Greetings
3066,"In the RecentDelays column, the values have been entered into the DataFrame as a list. We would like each first value in its own column, each second value in its own column, and so on. If there isn&apos;t an Nth value, the value should be NaN.  Expand the Series of lists into a DataFrame named delays, rename the columns delay_1, delay_2, etc. and replace the unwanted RecentDelays column in df with delays.",assignment_pandas
3067,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-58a1010c4da49f66abc2c36a787b9725 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-58a1010c4da49f66abc2c36a787b9725/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-58a1010c4da49f66abc2c36a787b9725 width=870 height=575>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-58a1010c4da49f66abc2c36a787b9725>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-58a1010c4da49f66abc2c36a787b9725</a><OriginalName v=image_2020_08_07T12_46_57_159Z.png></OriginalName><FileSize v=359098></FileSize><meta type=photo originalName=image_2020_08_07T12_46_57_159Z.png></meta></URIObject>",O
3068,ok,more_query
3069,sir the issue is implementation via python code that i am not getting,need_help
3070,Respected sir or madam may I know if its compulsory to do the python assignments given in the DL masters course,need_help
3071,Is this the official account of ineuron support?,yes_reply
3072,submitted!!,Thank_you
3073,Is there anyone,need_help
3074,hi,Greetings
3075,hi,Greetings
3076,"so even if this will be simple for you it is not for me, i know you are smarter than me, that is why i&apos;m asking help<e_m a=kiran.menon26 ts_ms=1594472933037 ts=1594472933 t=61></e_m>",sorry
3077,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-a9222a3d7f03bd5bc013689131f4d0eb url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-a9222a3d7f03bd5bc013689131f4d0eb/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-a9222a3d7f03bd5bc013689131f4d0eb width=600 height=169>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-a9222a3d7f03bd5bc013689131f4d0eb>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-a9222a3d7f03bd5bc013689131f4d0eb</a><OriginalName v=image_2020_09_24T07_23_23_753Z.png></OriginalName><FileSize v=14093></FileSize><meta type=photo originalName=image_2020_09_24T07_23_23_753Z.png></meta></URIObject>",O
3078,thank you sir now its installed,great
3079,"Is Task 2 is part of assignment 1? If yes, Can u give some clue for this question.",support_ticket_generate
3080,hi,Greetings
3081,actually i followed and execute one code,need_help
3082,statistics 1 assignment,assignment_stats
3083,it is showing type error please point out the mistake,need_help
3084,"I have registered for tableau and power BI live training but haven't got dashboard access yet, Please help me to get the dashboard access",power-bi_tableau_dashboard
3085,hi,Greetings
3086,hi,Greetings
3087,Full stack community class when will start ??,community_class
3088,Thank you sir,welocme_reply
3089,To get into a job If we give 4hrs. Daily,support_ticket_generate
3090,"<quote author=live:.cid.4933a22bf564744 authorname=support@ineuron.ai timestamp=1595276224 conversation=8:live:.cid.4933a22bf564744 messageid=1595276223644 cuid=14534349193272555665><legacyquote>[1595276224] support@ineuron.ai: </legacyquote>sir, for enrolment you can contact Darius<legacyquote>&lt;&lt;&lt; </legacyquote></quote>si you told me to ping you on ur number as i was not able to pay my fees on the same day, but will pay you b4 the 1st of august",O
3091,Hello sir is there anyone,Greetings
3092,Or any shared drive that I can refer till the books get available?,books_availablity_drive
3093,is it an exercise?,need_help
3094,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-31763147c99971c5cefe2fd988aadb6b url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-31763147c99971c5cefe2fd988aadb6b/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-31763147c99971c5cefe2fd988aadb6b width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-31763147c99971c5cefe2fd988aadb6b>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-31763147c99971c5cefe2fd988aadb6b</a><OriginalName v=Untitled.png></OriginalName><FileSize v=183136></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
3095,please foreard me the link.,sure
3096,Respected Sir/Madam may I know how to join for spark community class,class_link
